gene_name	chrom	start	end	MeanExp	d	LOCK_group	MD_anno	index	OG_TSG_anno	TorN	max	min	singleValue
KALRN	chr3	124033368	124726325	-1.0202173536981	692957	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	KALRN|Shared LOCKs
KCNA3	chr1	110653559	110674940	-0.999587469077771	21381	Shared LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.588566363298394	-1.26758191506116	KCNA3|Shared LOCKs
KCNA3	chr1	110653559	110674940	-1.02636188061569	21381	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	KCNA3|Shared LOCKs
KCND3	chr1	111770661	111989668	-0.890846514404565	219007	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	KCND3|Shared LOCKs
KCND3	chr1	111770661	111989668	-0.684960554014614	219007	Shared LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.588566363298394	-1.26758191506116	KCND3|Shared LOCKs
KCNQ2	chr20	63400207	63472655	-0.961974749626548	72448	Shared LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.588566363298394	-1.26758191506116	KCNQ2|Shared LOCKs
KCNQ2	chr20	63400207	63472655	-1.02636188061569	72448	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	KCNQ2|Shared LOCKs
KLHL14	chr18	32672672	32773023	-1.01355982651126	100351	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	KLHL14|Tumor-loss LOCKs
KLHL14	chr18	32672672	32773023	-0.979861196811858	100351	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	KLHL14|Tumor-loss LOCKs
KLK15	chr19	50825288	50833574	-1.02636188061569	8286	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	KLK15|Tumor-gain LOCKs
KLK15	chr19	50825288	50833574	-0.977020606230484	8286	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	KLK15|Tumor-gain LOCKs
KLK2	chr19	50873438	50880567	-0.984913179243992	7129	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	KLK2|Tumor-gain LOCKs
KLK2	chr19	50873438	50880567	-1.02636188061569	7129	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	KLK2|Tumor-gain LOCKs
KRTAP12-4	chr21	44654212	44654659	-1.02636188061569	447	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	KRTAP12-4|Tumor-gain LOCKs
KRTAP12-4	chr21	44654212	44654659	-0.999587469077771	447	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	KRTAP12-4|Tumor-gain LOCKs
LDB2	chr4	16501540	16898645	-0.999587469077771	397105	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	LDB2|Tumor-loss LOCKs
LDB2	chr4	16501540	16898645	-1.02636188061569	397105	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	LDB2|Tumor-loss LOCKs
LELP1	chr1	153203429	153205120	-1.02636188061569	1691	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	LELP1|Tumor-loss LOCKs
LELP1	chr1	153203429	153205120	-0.999587469077771	1691	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	LELP1|Tumor-loss LOCKs
LRRC18	chr10	48909479	48939840	-1.02636188061569	30361	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	LRRC18|Tumor-loss LOCKs
LRRC18	chr10	48909479	48939840	-0.999587469077771	30361	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	LRRC18|Tumor-loss LOCKs
MAEL	chr1	166975581	167022214	-1.02636188061569	46633	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	MAEL|Tumor-loss LOCKs
MAEL	chr1	166975581	167022214	-0.984688358474776	46633	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	MAEL|Tumor-loss LOCKs
MARCO	chr2	118942193	118994660	-0.805669669640895	52467	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	MARCO|Shared LOCKs
MARCO	chr2	118942193	118994660	-0.892999616752305	52467	Shared LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.588566363298394	-1.26758191506116	MARCO|Shared LOCKs
MEF2C	chr5	88717116	88904105	-1.02234207903586	186989	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	MEF2C|Tumor-loss LOCKs
MEF2C	chr5	88717116	88904105	0.212879315105862	186989	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	MEF2C|Tumor-loss LOCKs
MYH2	chr17	10521147	10549658	-0.999587469077771	28511	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	MYH2|Tumor-gain LOCKs
MYH2	chr17	10521147	10549658	-1.02636188061569	28511	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	MYH2|Tumor-gain LOCKs
NELL1	chr11	20669550	21575686	-0.999587469077771	906136	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	NELL1|Tumor-gain LOCKs
NELL1	chr11	20669550	21575686	-1.02636188061569	906136	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	NELL1|Tumor-gain LOCKs
NELL2	chr12	44508274	44921848	-1.01638377322739	413574	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	NELL2|Tumor-loss LOCKs
NELL2	chr12	44508274	44921848	0.471310303189969	413574	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	NELL2|Tumor-loss LOCKs
NOS1	chr12	117208141	117361626	0.471310303189969	153485	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	NOS1|Tumor-loss LOCKs
NOS1	chr12	117208141	117361626	-1.02636188061569	153485	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	NOS1|Tumor-loss LOCKs
OR6K3	chr1	158716326	158725120	-1.02636188061569	8794	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	OR6K3|Tumor-loss LOCKs
OR6K3	chr1	158716326	158725120	-0.999587469077771	8794	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	OR6K3|Tumor-loss LOCKs
OR9A2	chr7	143026199	143027132	-0.999587469077771	933	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	OR9A2|Tumor-loss LOCKs
OR9A2	chr7	143026199	143027132	-0.883296580230092	933	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	OR9A2|Tumor-loss LOCKs
OTUD7A	chr15	31475397	31870673	-0.915140691830616	395276	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	OTUD7A|Tumor-loss LOCKs
OTUD7A	chr15	31475397	31870673	-0.786585262336903	395276	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	OTUD7A|Tumor-loss LOCKs
PAX3	chr2	222199886	222298998	-0.805076892222541	99112	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	PAX3|Tumor-loss LOCKs
PAX3	chr2	222199886	222298998	-1.02636188061569	99112	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	PAX3|Tumor-loss LOCKs
PDE10A	chr6	165327288	165988052	-0.833476571419859	660764	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	PDE10A|Tumor-loss LOCKs
PDE10A	chr6	165327288	165988052	-1.01939358583222	660764	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	PDE10A|Tumor-loss LOCKs
PDE1B	chr12	54549600	54579239	-1.02636188061569	29639	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	PDE1B|Shared LOCKs
PDE1B	chr12	54549600	54579239	-0.898142281793005	29639	Shared LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.588566363298394	-1.26758191506116	PDE1B|Shared LOCKs
PGM5	chr9	68356610	68531061	-0.986235845156847	174451	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	PGM5|Tumor-loss LOCKs
PGM5	chr9	68356610	68531061	-1.00357370319554	174451	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	PGM5|Tumor-loss LOCKs
PIWIL1	chr12	130337886	130426260	-0.979959106530445	88374	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	PIWIL1|Tumor-gain LOCKs
PIWIL1	chr12	130337886	130426260	-1.02636188061569	88374	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	PIWIL1|Tumor-gain LOCKs
PLXNA4	chr7	132123339	132648688	-0.987772917328149	525349	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	PLXNA4|Tumor-gain LOCKs
PLXNA4	chr7	132123339	132648688	-0.996870265145031	525349	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	PLXNA4|Tumor-gain LOCKs
PRAMEF11	chr1	12824604	12831410	-1.02636188061569	6806	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	PRAMEF11|Tumor-loss LOCKs
PRAMEF11	chr1	12824604	12831410	-0.999587469077771	6806	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	PRAMEF11|Tumor-loss LOCKs
PREX2	chr8	67952045	68237032	-1.02636188061569	284987	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	PREX2|Tumor-loss LOCKs
PREX2	chr8	67952045	68237032	-0.98745278548698	284987	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	PREX2|Tumor-loss LOCKs
PROX1	chr1	213983150	214041510	-0.960915060655409	58360	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	PROX1|Tumor-loss LOCKs
PROX1	chr1	213983150	214041510	-0.980287822939818	58360	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	PROX1|Tumor-loss LOCKs
RAB3C	chr5	58582151	58859394	-0.983954848969407	277243	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	RAB3C|Tumor-loss LOCKs
RAB3C	chr5	58582151	58859394	-1.02636188061569	277243	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	RAB3C|Tumor-loss LOCKs
RELN	chr7	103471788	103989658	-1.00952333286525	517870	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	RELN|Tumor-loss LOCKs
RELN	chr7	103471788	103989658	-0.952977694984085	517870	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	RELN|Tumor-loss LOCKs
RFX6	chr6	116877241	116932161	-1.02636188061569	54920	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	RFX6|Tumor-loss LOCKs
RFX6	chr6	116877241	116932161	-0.999587469077771	54920	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	RFX6|Tumor-loss LOCKs
RGPD3	chr2	106403405	106470935	-0.462989004558419	67530	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	RGPD3|Tumor-loss LOCKs
RGPD3	chr2	106403405	106470935	-0.0742171656004035	67530	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	RGPD3|Tumor-loss LOCKs
RGS22	chr8	99960935	100106049	-0.98324241794513	145114	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	RGS22|Tumor-loss LOCKs
RGS22	chr8	99960935	100106049	-1.02636188061569	145114	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	RGS22|Tumor-loss LOCKs
RGS7	chr1	240774741	241357230	-1.02636188061569	582489	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	RGS7|Tumor-loss LOCKs
RGS7	chr1	240774741	241357230	-0.788275573036501	582489	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	RGS7|Tumor-loss LOCKs
RYR2	chr1	237042183	237833988	-0.912307719461864	791805	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	RYR2|Tumor-loss LOCKs
RYR2	chr1	237042183	237833988	-0.6261936953093	791805	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	RYR2|Tumor-loss LOCKs
SELP	chr1	169588848	169630124	-1.02636188061569	41276	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SELP|Tumor-loss LOCKs
SELP	chr1	169588848	169630124	-0.999587469077771	41276	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SELP|Tumor-loss LOCKs
SEZ6L	chr22	26169461	26383596	-1.02636188061569	214135	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	SEZ6L|Shared LOCKs
SEZ6L	chr22	26169461	26383596	-0.999587469077771	214135	Shared LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.588566363298394	-1.26758191506116	SEZ6L|Shared LOCKs
SFMBT2	chr10	7158623	7411490	-0.946413560947574	252867	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SFMBT2|Tumor-loss LOCKs
SFMBT2	chr10	7158623	7411490	-0.023170406553632	252867	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SFMBT2|Tumor-loss LOCKs
SFRP4	chr7	37905931	37916817	-0.980572010013233	10886	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SFRP4|Tumor-loss LOCKs
SFRP4	chr7	37905931	37916817	-0.891262242279947	10886	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SFRP4|Tumor-loss LOCKs
SGSM1	chr22	24806210	24927578	-0.940165643674662	121368	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SGSM1|Tumor-loss LOCKs
SGSM1	chr22	24806210	24927578	-0.962956019155532	121368	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SGSM1|Tumor-loss LOCKs
SHANK1	chr19	50659254	50719802	-0.974390001576015	60548	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	SHANK1|Tumor-gain LOCKs
SHANK1	chr19	50659254	50719802	-1.02636188061569	60548	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	SHANK1|Tumor-gain LOCKs
SHISA9	chr16	12901597	13563017	0.486871000325435	661420	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	SHISA9|Tumor-gain LOCKs
SHISA9	chr16	12901597	13563017	-0.999587469077771	661420	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	SHISA9|Tumor-gain LOCKs
SIX6	chr14	60509145	60512850	-1.02636188061569	3705	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SIX6|Tumor-loss LOCKs
SIX6	chr14	60509145	60512850	-0.999587469077771	3705	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SIX6|Tumor-loss LOCKs
SLAMF1	chr1	160608105	160647044	-0.999587469077771	38939	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SLAMF1|Tumor-loss LOCKs
SLAMF1	chr1	160608105	160647044	-1.02636188061569	38939	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SLAMF1|Tumor-loss LOCKs
SMOC2	chr6	168441183	168667992	-0.024763534615668	226809	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	SMOC2|Tumor-gain LOCKs
SMOC2	chr6	168441183	168667992	-0.9629852512931	226809	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	SMOC2|Tumor-gain LOCKs
SPACA1	chr6	88046900	88066838	-1.02636188061569	19938	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SPACA1|Tumor-loss LOCKs
SPACA1	chr6	88046900	88066838	-0.999587469077771	19938	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SPACA1|Tumor-loss LOCKs
SPOCK1	chr5	136975297	137499326	-0.69196707909037	524029	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SPOCK1|Tumor-loss LOCKs
SPOCK1	chr5	136975297	137499326	0.263027038029094	524029	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SPOCK1|Tumor-loss LOCKs
SPTA1	chr1	158610703	158686715	-1.02636188061569	76012	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	SPTA1|Tumor-loss LOCKs
SPTA1	chr1	158610703	158686715	-0.999587469077771	76012	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	SPTA1|Tumor-loss LOCKs
STK32B	chr4	5019385	5500989	-0.508663233027269	481604	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	STK32B|Tumor-loss LOCKs
STK32B	chr4	5019385	5500989	-0.193930750338188	481604	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	STK32B|Tumor-loss LOCKs
TFAP2D	chr6	50713525	50773033	-1.02636188061569	59508	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	TFAP2D|Tumor-loss LOCKs
TFAP2D	chr6	50713525	50773033	-0.999587469077771	59508	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	TFAP2D|Tumor-loss LOCKs
TNR	chr1	175315193	175743595	-1.02302947715413	428402	Shared LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	-0.520734879001283	-1.40082848304781	TNR|Shared LOCKs
TNR	chr1	175315193	175743595	-0.995924689819736	428402	Shared LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.588566363298394	-1.26758191506116	TNR|Shared LOCKs
TRPC4	chr13	37632062	37869772	-1.01120177710007	237710	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	TRPC4|Tumor-loss LOCKs
TRPC4	chr13	37632062	37869772	-0.833770450633817	237710	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	TRPC4|Tumor-loss LOCKs
UBE2QL1	chr5	6448858	6496723	-1.02636188061569	47865	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	UBE2QL1|Tumor-gain LOCKs
UBE2QL1	chr5	6448858	6496723	-0.987486737381607	47865	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	UBE2QL1|Tumor-gain LOCKs
UGT3A1	chr5	35951005	36001022	-1.02636188061569	50017	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	UGT3A1|Tumor-loss LOCKs
UGT3A1	chr5	35951005	36001022	-0.999587469077771	50017	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	UGT3A1|Tumor-loss LOCKs
XKR6	chr8	10896044	11201833	-0.055271090755769	305789	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	XKR6|Tumor-loss LOCKs
XKR6	chr8	10896044	11201833	-0.999587469077771	305789	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	XKR6|Tumor-loss LOCKs
XYLT1	chr16	17101768	17470960	-1.01473205456466	369192	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	XYLT1|Tumor-gain LOCKs
XYLT1	chr16	17101768	17470960	-0.99053561397437	369192	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	XYLT1|Tumor-gain LOCKs
ZIC1	chr3	147409364	147416719	-1.00769846993105	7355	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	ZIC1|Tumor-loss LOCKs
ZIC1	chr3	147409364	147416719	0.0138112621226101	7355	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	ZIC1|Tumor-loss LOCKs
ZNF423	chr16	49487523	49859279	-1.00519041343369	371756	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	ZNF423|Tumor-gain LOCKs
ZNF423	chr16	49487523	49859279	-0.994320341005585	371756	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	ZNF423|Tumor-gain LOCKs
ZNF521	chr18	25061923	25352166	-0.959663481194092	290243	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	-0.764065582341843	-1.16951600764962	ZNF521|Tumor-gain LOCKs
ZNF521	chr18	25061923	25352166	-1.02636188061569	290243	Tumor-gain LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.486871000325435	-2.21429406765828	ZNF521|Tumor-gain LOCKs
ZPBP	chr7	49840653	50093246	-0.979980926801152	252593	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.T	OG	KYSE450	0.471310303189969	-2.02248421278991	ZPBP|Tumor-loss LOCKs
ZPBP	chr7	49840653	50093246	-1.02636188061569	252593	Tumor-loss LOCKs	common PMDs	NE2_KYSE450.N	OG	NE2	0.263027038029094	-2.0432727953201	ZPBP|Tumor-loss LOCKs
